Reading,Col_Index,Fuel_Qty,Roll_Input,Wing_Side,Stick,Pitch
4.6,Col_5,2902,9,Right,Stick 5,L (+0.50)
4.8,Col_5,2926,9,Right,Stick 5,L (+0.50)
5,Col_5,2948,9,Right,Stick 5,L (+0.50)
5.2,Col_5,2971,9,Right,Stick 5,L (+0.50)
5.4,Col_5,2993,9,Right,Stick 5,L (+0.50)
5.6,Col_5,3015,9,Right,Stick 5,L (+0.50)
5.8,Col_5,3037,9,Right,Stick 5,L (+0.50)
6,Col_5,3059,9,Right,Stick 5,L (+0.50)
6.2,Col_5,3081,9,Right,Stick 5,L (+0.50)
6.4,Col_5,3102,9,Right,Stick 5,L (+0.50)
6.6,Col_5,3123,9,Right,Stick 5,L (+0.50)
6.8,Col_5,3144,9,Right,Stick 5,L (+0.50)
7,Col_5,3165,9,Right,Stick 5,L (+0.50)
7.2,Col_5,3185,9,Right,Stick 5,L (+0.50)
7.4,Col_5,3205,9,Right,Stick 5,L (+0.50)
7.6,Col_5,3225,9,Right,Stick 5,L (+0.50)
7.8,Col_5,3245,9,Right,Stick 5,L (+0.50)
8,Col_5,3265,9,Right,Stick 5,L (+0.50)
1.8,Col_5,2519,9,Right,Stick 5,L (+0.50)
2,Col_5,2547,9,Right,Stick 5,L (+0.50)
2.2,Col_6,2522,8,Right,Stick 5,L (+0.50)
2.4,Col_6,2552,8,Right,Stick 5,L (+0.50)
2.6,Col_6,2582,8,Right,Stick 5,L (+0.50)
2.8,Col_6,2612,8,Right,Stick 5,L (+0.50)
3,Col_6,2641,8,Right,Stick 5,L (+0.50)
3.2,Col_6,2670,8,Right,Stick 5,L (+0.50)
3.4,Col_6,2698,8,Right,Stick 5,L (+0.50)
3.6,Col_6,2727,8,Right,Stick 5,L (+0.50)
3.8,Col_6,2754,8,Right,Stick 5,L (+0.50)
4,Col_6,2782,8,Right,Stick 5,L (+0.50)
4.2,Col_6,2809,8,Right,Stick 5,L (+0.50)
4.4,Col_6,2836,8,Right,Stick 5,L (+0.50)
4.6,Col_6,2863,8,Right,Stick 5,L (+0.50)
4.8,Col_6,2889,8,Right,Stick 5,L (+0.50)
5,Col_6,2916,8,Right,Stick 5,L (+0.50)
5.2,Col_6,2941,8,Right,Stick 5,L (+0.50)
5.4,Col_6,2967,8,Right,Stick 5,L (+0.50)
5.6,Col_6,2992,8,Right,Stick 5,L (+0.50)
5.8,Col_6,3017,8,Right,Stick 5,L (+0.50)
6,Col_6,3042,8,Right,Stick 5,L (+0.50)
6.2,Col_6,3067,8,Right,Stick 5,L (+0.50)
6.4,Col_6,3091,8,Right,Stick 5,L (+0.50)
6.6,Col_6,3115,8,Right,Stick 5,L (+0.50)
6.8,Col_6,3138,8,Right,Stick 5,L (+0.50)
7,Col_6,3162,8,Right,Stick 5,L (+0.50)
7.2,Col_6,3185,8,Right,Stick 5,L (+0.50)
7.4,Col_6,3208,8,Right,Stick 5,L (+0.50)
7.6,Col_6,3230,8,Right,Stick 5,L (+0.50)
7.8,Col_6,3253,8,Right,Stick 5,L (+0.50)
8,Col_6,3275,8,Right,Stick 5,L (+0.50)
1.8,Col_6,2411,8,Right,Stick 5,L (+0.50)
2,Col_6,2444,8,Right,Stick 5,L (+0.50)
2.2,Col_7,2403,7,Right,Stick 5,L (+0.50)
2.4,Col_7,2439,7,Right,Stick 5,L (+0.50)
2.6,Col_7,2475,7,Right,Stick 5,L (+0.50)
2.8,Col_7,2510,7,Right,Stick 5,L (+0.50)
3,Col_7,2545,7,Right,Stick 5,L (+0.50)
3.2,Col_7,2580,7,Right,Stick 5,L (+0.50)
3.4,Col_7,2614,7,Right,Stick 5,L (+0.50)
3.6,Col_7,2647,7,Right,Stick 5,L (+0.50)
3.8,Col_7,2680,7,Right,Stick 5,L (+0.50)
4,Col_7,2713,7,Right,Stick 5,L (+0.50)
4.2,Col_7,2745,7,Right,Stick 5,L (+0.50)
4.4,Col_7,2777,7,Right,Stick 5,L (+0.50)
4.6,Col_7,2808,7,Right,Stick 5,L (+0.50)
4.8,Col_7,2839,7,Right,Stick 5,L (+0.50)
5,Col_7,2870,7,Right,Stick 5,L (+0.50)
5.2,Col_7,2900,7,Right,Stick 5,L (+0.50)
5.4,Col_7,2930,7,Right,Stick 5,L (+0.50)
5.6,Col_7,2960,7,Right,Stick 5,L (+0.50)
5.8,Col_7,2989,7,Right,Stick 5,L (+0.50)
6,Col_7,3018,7,Right,Stick 5,L (+0.50)
6.2,Col_7,3046,7,Right,Stick 5,L (+0.50)
6.4,Col_7,3074,7,Right,Stick 5,L (+0.50)
6.6,Col_7,3102,7,Right,Stick 5,L (+0.50)
6.8,Col_7,3129,7,Right,Stick 5,L (+0.50)
7,Col_7,3156,7,Right,Stick 5,L (+0.50)
7.2,Col_7,3183,7,Right,Stick 5,L (+0.50)
7.4,Col_7,3209,7,Right,Stick 5,L (+0.50)
7.6,Col_7,3235,7,Right,Stick 5,L (+0.50)
7.8,Col_7,3260,7,Right,Stick 5,L (+0.50)
8,Col_7,3286,7,Right,Stick 5,L (+0.50)
1.8,Col_7,2257,7,Right,Stick 5,L (+0.50)
2,Col_7,2297,7,Right,Stick 5,L (+0.50)
2.2,Col_8,2233,6,Right,Stick 5,L (+0.50)
2.4,Col_8,2276,6,Right,Stick 5,L (+0.50)
2.6,Col_8,2319,6,Right,Stick 5,L (+0.50)
2.8,Col_8,2362,6,Right,Stick 5,L (+0.50)
3,Col_8,2405,6,Right,Stick 5,L (+0.50)
3.2,Col_8,2447,6,Right,Stick 5,L (+0.50)
3.4,Col_8,2489,6,Right,Stick 5,L (+0.50)
3.6,Col_8,2530,6,Right,Stick 5,L (+0.50)
3.8,Col_8,2570,6,Right,Stick 5,L (+0.50)
4,Col_8,2610,6,Right,Stick 5,L (+0.50)
4.2,Col_8,2650,6,Right,Stick 5,L (+0.50)
4.4,Col_8,2689,6,Right,Stick 5,L (+0.50)
4.6,Col_8,2727,6,Right,Stick 5,L (+0.50)
4.8,Col_8,2765,6,Right,Stick 5,L (+0.50)
5,Col_8,2802,6,Right,Stick 5,L (+0.50)
5.2,Col_8,2839,6,Right,Stick 5,L (+0.50)
5.4,Col_8,2875,6,Right,Stick 5,L (+0.50)
5.6,Col_8,2910,6,Right,Stick 5,L (+0.50)
5.8,Col_8,2945,6,Right,Stick 5,L (+0.50)
6,Col_8,2980,6,Right,Stick 5,L (+0.50)
6.2,Col_8,3014,6,Right,Stick 5,L (+0.50)
6.4,Col_8,3047,6,Right,Stick 5,L (+0.50)
6.6,Col_8,3080,6,Right,Stick 5,L (+0.50)
6.8,Col_8,3113,6,Right,Stick 5,L (+0.50)
7,Col_8,3145,6,Right,Stick 5,L (+0.50)
7.2,Col_8,3176,6,Right,Stick 5,L (+0.50)
7.4,Col_8,3207,6,Right,Stick 5,L (+0.50)
7.6,Col_8,3237,6,Right,Stick 5,L (+0.50)
7.8,Col_8,3267,6,Right,Stick 5,L (+0.50)
8,Col_8,3297,6,Right,Stick 5,L (+0.50)
1.8,Col_8,2058,6,Right,Stick 5,L (+0.50)
2,Col_8,2102,6,Right,Stick 5,L (+0.50)
2.2,Col_0,2827,6,Left,Stick 5,L (+0.50)
2.4,Col_0,2842,6,Left,Stick 5,L (+0.50)
2.6,Col_0,2857,6,Left,Stick 5,L (+0.50)
2.8,Col_0,2872,6,Left,Stick 5,L (+0.50)
3,Col_0,2887,6,Left,Stick 5,L (+0.50)
3.2,Col_0,2901,6,Left,Stick 5,L (+0.50)
3.4,Col_0,2916,6,Left,Stick 5,L (+0.50)
3.6,Col_0,2931,6,Left,Stick 5,L (+0.50)
3.8,Col_0,2945,6,Left,Stick 5,L (+0.50)
4,Col_0,2960,6,Left,Stick 5,L (+0.50)
4.2,Col_0,2974,6,Left,Stick 5,L (+0.50)
4.4,Col_0,2988,6,Left,Stick 5,L (+0.50)
4.6,Col_0,3002,6,Left,Stick 5,L (+0.50)
4.8,Col_0,3016,6,Left,Stick 5,L (+0.50)
5,Col_0,3030,6,Left,Stick 5,L (+0.50)
5.2,Col_0,3044,6,Left,Stick 5,L (+0.50)
5.4,Col_0,3058,6,Left,Stick 5,L (+0.50)
5.6,Col_0,3072,6,Left,Stick 5,L (+0.50)
5.8,Col_0,3085,6,Left,Stick 5,L (+0.50)
6,Col_0,3099,6,Left,Stick 5,L (+0.50)
6.2,Col_0,3112,6,Left,Stick 5,L (+0.50)
6.4,Col_0,3125,6,Left,Stick 5,L (+0.50)
6.6,Col_0,3139,6,Left,Stick 5,L (+0.50)
6.8,Col_0,3152,6,Left,Stick 5,L (+0.50)
7,Col_0,3165,6,Left,Stick 5,L (+0.50)
7.2,Col_0,3178,6,Left,Stick 5,L (+0.50)
7.4,Col_0,3191,6,Left,Stick 5,L (+0.50)
7.6,Col_0,3204,6,Left,Stick 5,L (+0.50)
7.8,Col_0,3216,6,Left,Stick 5,L (+0.50)
8,Col_0,3229,6,Left,Stick 5,L (+0.50)
1.8,Col_0,2784,6,Left,Stick 5,L (+0.50)
2,Col_0,2800,6,Left,Stick 5,L (+0.50)
2.2,Col_1,2798,7,Left,Stick 5,L (+0.50)
2.4,Col_1,2815,7,Left,Stick 5,L (+0.50)
2.6,Col_1,2831,7,Left,Stick 5,L (+0.50)
2.8,Col_1,2848,7,Left,Stick 5,L (+0.50)
3,Col_1,2864,7,Left,Stick 5,L (+0.50)
3.2,Col_1,2880,7,Left,Stick 5,L (+0.50)
3.4,Col_1,2896,7,Left,Stick 5,L (+0.50)
3.6,Col_1,2912,7,Left,Stick 5,L (+0.50)
3.8,Col_1,2928,7,Left,Stick 5,L (+0.50)
4,Col_1,2943,7,Left,Stick 5,L (+0.50)
4.2,Col_1,2959,7,Left,Stick 5,L (+0.50)
4.4,Col_1,2974,7,Left,Stick 5,L (+0.50)
4.6,Col_1,2990,7,Left,Stick 5,L (+0.50)
4.8,Col_1,3005,7,Left,Stick 5,L (+0.50)
5,Col_1,3020,7,Left,Stick 5,L (+0.50)
5.2,Col_1,3035,7,Left,Stick 5,L (+0.50)
5.4,Col_1,3050,7,Left,Stick 5,L (+0.50)
5.6,Col_1,3065,7,Left,Stick 5,L (+0.50)
5.8,Col_1,3079,7,Left,Stick 5,L (+0.50)
6,Col_1,3094,7,Left,Stick 5,L (+0.50)
6.2,Col_1,3109,7,Left,Stick 5,L (+0.50)
6.4,Col_1,3123,7,Left,Stick 5,L (+0.50)
6.6,Col_1,3137,7,Left,Stick 5,L (+0.50)
6.8,Col_1,3151,7,Left,Stick 5,L (+0.50)
7,Col_1,3165,7,Left,Stick 5,L (+0.50)
7.2,Col_1,3180,7,Left,Stick 5,L (+0.50)
7.4,Col_1,3193,7,Left,Stick 5,L (+0.50)
7.6,Col_1,3207,7,Left,Stick 5,L (+0.50)
7.8,Col_1,3221,7,Left,Stick 5,L (+0.50)
8,Col_1,3234,7,Left,Stick 5,L (+0.50)
1.8,Col_1,2751,7,Left,Stick 5,L (+0.50)
2,Col_1,2768,7,Left,Stick 5,L (+0.50)
2.2,Col_2,2765,8,Left,Stick 5,L (+0.50)
2.4,Col_2,2783,8,Left,Stick 5,L (+0.50)
2.6,Col_2,2801,8,Left,Stick 5,L (+0.50)
2.8,Col_2,2819,8,Left,Stick 5,L (+0.50)
3,Col_2,2836,8,Left,Stick 5,L (+0.50)
3.2,Col_2,2854,8,Left,Stick 5,L (+0.50)
3.4,Col_2,2872,8,Left,Stick 5,L (+0.50)
3.6,Col_2,2889,8,Left,Stick 5,L (+0.50)
3.8,Col_2,2906,8,Left,Stick 5,L (+0.50)
4,Col_2,2924,8,Left,Stick 5,L (+0.50)
4.2,Col_2,2941,8,Left,Stick 5,L (+0.50)
4.4,Col_2,2958,8,Left,Stick 5,L (+0.50)
4.6,Col_2,2974,8,Left,Stick 5,L (+0.50)
4.8,Col_2,2991,8,Left,Stick 5,L (+0.50)
5,Col_2,3007,8,Left,Stick 5,L (+0.50)
5.2,Col_2,3024,8,Left,Stick 5,L (+0.50)
5.4,Col_2,3040,8,Left,Stick 5,L (+0.50)
5.6,Col_2,3056,8,Left,Stick 5,L (+0.50)
5.8,Col_2,3072,8,Left,Stick 5,L (+0.50)
6,Col_2,3088,8,Left,Stick 5,L (+0.50)
6.2,Col_2,3104,8,Left,Stick 5,L (+0.50)
6.4,Col_2,3120,8,Left,Stick 5,L (+0.50)
6.6,Col_2,3135,8,Left,Stick 5,L (+0.50)
6.8,Col_2,3151,8,Left,Stick 5,L (+0.50)
7,Col_2,3166,8,Left,Stick 5,L (+0.50)
7.2,Col_2,3181,8,Left,Stick 5,L (+0.50)
7.4,Col_2,3196,8,Left,Stick 5,L (+0.50)
7.6,Col_2,3211,8,Left,Stick 5,L (+0.50)
7.8,Col_2,3226,8,Left,Stick 5,L (+0.50)
8,Col_2,3241,8,Left,Stick 5,L (+0.50)
1.8,Col_2,2711,8,Left,Stick 5,L (+0.50)
2,Col_2,2730,8,Left,Stick 5,L (+0.50)
2.2,Col_3,2724,9,Left,Stick 5,L (+0.50)
2.4,Col_3,2744,9,Left,Stick 5,L (+0.50)
2.6,Col_3,2764,9,Left,Stick 5,L (+0.50)
2.8,Col_3,2784,9,Left,Stick 5,L (+0.50)
3,Col_3,2803,9,Left,Stick 5,L (+0.50)
3.2,Col_3,2823,9,Left,Stick 5,L (+0.50)
3.4,Col_3,2842,9,Left,Stick 5,L (+0.50)
3.6,Col_3,2862,9,Left,Stick 5,L (+0.50)
3.8,Col_3,2881,9,Left,Stick 5,L (+0.50)
4,Col_3,2900,9,Left,Stick 5,L (+0.50)
4.2,Col_3,2918,9,Left,Stick 5,L (+0.50)
4.4,Col_3,2937,9,Left,Stick 5,L (+0.50)
4.6,Col_3,2956,9,Left,Stick 5,L (+0.50)
4.8,Col_3,2974,9,Left,Stick 5,L (+0.50)
5,Col_3,2992,9,Left,Stick 5,L (+0.50)
5.2,Col_3,3010,9,Left,Stick 5,L (+0.50)
5.4,Col_3,3028,9,Left,Stick 5,L (+0.50)
5.6,Col_3,3046,9,Left,Stick 5,L (+0.50)
5.8,Col_3,3063,9,Left,Stick 5,L (+0.50)
6,Col_3,3081,9,Left,Stick 5,L (+0.50)
6.2,Col_3,3098,9,Left,Stick 5,L (+0.50)
6.4,Col_3,3115,9,Left,Stick 5,L (+0.50)
6.6,Col_3,3132,9,Left,Stick 5,L (+0.50)
6.8,Col_3,3149,9,Left,Stick 5,L (+0.50)
7,Col_3,3166,9,Left,Stick 5,L (+0.50)
7.2,Col_3,3183,9,Left,Stick 5,L (+0.50)
7.4,Col_3,3199,9,Left,Stick 5,L (+0.50)
7.6,Col_3,3216,9,Left,Stick 5,L (+0.50)
7.8,Col_3,3232,9,Left,Stick 5,L (+0.50)
8,Col_3,3248,9,Left,Stick 5,L (+0.50)
1.8,Col_3,2661,9,Left,Stick 5,L (+0.50)
2,Col_3,2683,9,Left,Stick 5,L (+0.50)
2.2,Col_4,2673,10,Left,Stick 5,L (+0.50)
2.4,Col_4,2696,10,Left,Stick 5,L (+0.50)
2.6,Col_4,2718,10,Left,Stick 5,L (+0.50)
2.8,Col_4,2740,10,Left,Stick 5,L (+0.50)
3,Col_4,2762,10,Left,Stick 5,L (+0.50)
3.2,Col_4,2784,10,Left,Stick 5,L (+0.50)
3.4,Col_4,2806,10,Left,Stick 5,L (+0.50)
3.6,Col_4,2827,10,Left,Stick 5,L (+0.50)
3.8,Col_4,2849,10,Left,Stick 5,L (+0.50)
4,Col_4,2870,10,Left,Stick 5,L (+0.50)
4.2,Col_4,2891,10,Left,Stick 5,L (+0.50)
4.4,Col_4,2912,10,Left,Stick 5,L (+0.50)
4.6,Col_4,2932,10,Left,Stick 5,L (+0.50)
4.8,Col_4,2953,10,Left,Stick 5,L (+0.50)
5,Col_4,2973,10,Left,Stick 5,L (+0.50)
5.2,Col_4,2993,10,Left,Stick 5,L (+0.50)
5.4,Col_4,3013,10,Left,Stick 5,L (+0.50)
5.6,Col_4,3033,10,Left,Stick 5,L (+0.50)
5.8,Col_4,3052,10,Left,Stick 5,L (+0.50)
6,Col_4,3072,10,Left,Stick 5,L (+0.50)
6.2,Col_4,3091,10,Left,Stick 5,L (+0.50)
6.4,Col_4,3110,10,Left,Stick 5,L (+0.50)
6.6,Col_4,3129,10,Left,Stick 5,L (+0.50)
6.8,Col_4,3147,10,Left,Stick 5,L (+0.50)
7,Col_4,3166,10,Left,Stick 5,L (+0.50)
7.2,Col_4,3184,10,Left,Stick 5,L (+0.50)
7.4,Col_4,3202,10,Left,Stick 5,L (+0.50)
7.6,Col_4,3220,10,Left,Stick 5,L (+0.50)
7.8,Col_4,3238,10,Left,Stick 5,L (+0.50)
8,Col_4,3256,10,Left,Stick 5,L (+0.50)
1.8,Col_4,2600,10,Left,Stick 5,L (+0.50)
2,Col_4,2624,10,Left,Stick 5,L (+0.50)
2.2,Col_5,2608,11,Left,Stick 5,L (+0.50)
2.4,Col_5,2634,11,Left,Stick 5,L (+0.50)
2.6,Col_5,2660,11,Left,Stick 5,L (+0.50)
2.8,Col_5,2685,11,Left,Stick 5,L (+0.50)
3,Col_5,2710,11,Left,Stick 5,L (+0.50)
3.2,Col_5,2735,11,Left,Stick 5,L (+0.50)
3.4,Col_5,2760,11,Left,Stick 5,L (+0.50)
3.6,Col_5,2784,11,Left,Stick 5,L (+0.50)
3.8,Col_5,2808,11,Left,Stick 5,L (+0.50)
4,Col_5,2832,11,Left,Stick 5,L (+0.50)
4.2,Col_5,2856,11,Left,Stick 5,L (+0.50)
4.4,Col_5,2879,11,Left,Stick 5,L (+0.50)
4.6,Col_5,2902,11,Left,Stick 5,L (+0.50)
4.8,Col_5,2926,11,Left,Stick 5,L (+0.50)
5,Col_5,2948,11,Left,Stick 5,L (+0.50)
5.2,Col_5,2971,11,Left,Stick 5,L (+0.50)
5.4,Col_5,2993,11,Left,Stick 5,L (+0.50)
5.6,Col_5,3015,11,Left,Stick 5,L (+0.50)
5.8,Col_5,3037,11,Left,Stick 5,L (+0.50)
6,Col_5,3059,11,Left,Stick 5,L (+0.50)
6.2,Col_5,3081,11,Left,Stick 5,L (+0.50)
6.4,Col_5,3102,11,Left,Stick 5,L (+0.50)
6.6,Col_5,3123,11,Left,Stick 5,L (+0.50)
6.8,Col_5,3144,11,Left,Stick 5,L (+0.50)
7,Col_5,3165,11,Left,Stick 5,L (+0.50)
7.2,Col_5,3185,11,Left,Stick 5,L (+0.50)
7.4,Col_5,3205,11,Left,Stick 5,L (+0.50)
7.6,Col_5,3225,11,Left,Stick 5,L (+0.50)
7.8,Col_5,3245,11,Left,Stick 5,L (+0.50)
8,Col_5,3265,11,Left,Stick 5,L (+0.50)
1.8,Col_5,2519,11,Left,Stick 5,L (+0.50)
2,Col_5,2547,11,Left,Stick 5,L (+0.50)
2.2,Col_6,2522,12,Left,Stick 5,L (+0.50)
2.4,Col_6,2552,12,Left,Stick 5,L (+0.50)
2.6,Col_6,2582,12,Left,Stick 5,L (+0.50)
2.8,Col_6,2612,12,Left,Stick 5,L (+0.50)
3,Col_6,2641,12,Left,Stick 5,L (+0.50)
3.2,Col_6,2670,12,Left,Stick 5,L (+0.50)
3.4,Col_6,2698,12,Left,Stick 5,L (+0.50)
3.6,Col_6,2727,12,Left,Stick 5,L (+0.50)
3.8,Col_6,2754,12,Left,Stick 5,L (+0.50)
4,Col_6,2782,12,Left,Stick 5,L (+0.50)
4.2,Col_6,2809,12,Left,Stick 5,L (+0.50)
4.4,Col_6,2836,12,Left,Stick 5,L (+0.50)
4.6,Col_6,2863,12,Left,Stick 5,L (+0.50)
4.8,Col_6,2889,12,Left,Stick 5,L (+0.50)
5,Col_6,2916,12,Left,Stick 5,L (+0.50)
5.2,Col_6,2941,12,Left,Stick 5,L (+0.50)
5.4,Col_6,2967,12,Left,Stick 5,L (+0.50)
5.6,Col_6,2992,12,Left,Stick 5,L (+0.50)
5.8,Col_6,3017,12,Left,Stick 5,L (+0.50)
6,Col_6,3042,12,Left,Stick 5,L (+0.50)
6.2,Col_6,3067,12,Left,Stick 5,L (+0.50)
6.4,Col_6,3091,12,Left,Stick 5,L (+0.50)
6.6,Col_6,3115,12,Left,Stick 5,L (+0.50)
6.8,Col_6,3138,12,Left,Stick 5,L (+0.50)
7,Col_6,3162,12,Left,Stick 5,L (+0.50)
7.2,Col_6,3185,12,Left,Stick 5,L (+0.50)
7.4,Col_6,3208,12,Left,Stick 5,L (+0.50)
7.6,Col_6,3230,12,Left,Stick 5,L (+0.50)
7.8,Col_6,3253,12,Left,Stick 5,L (+0.50)
8,Col_6,3275,12,Left,Stick 5,L (+0.50)
1.8,Col_6,2411,12,Left,Stick 5,L (+0.50)
2,Col_6,2444,12,Left,Stick 5,L (+0.50)
2.2,Col_7,2403,13,Left,Stick 5,L (+0.50)
2.4,Col_7,2439,13,Left,Stick 5,L (+0.50)
2.6,Col_7,2475,13,Left,Stick 5,L (+0.50)
2.8,Col_7,2510,13,Left,Stick 5,L (+0.50)
3,Col_7,2545,13,Left,Stick 5,L (+0.50)
3.2,Col_7,2580,13,Left,Stick 5,L (+0.50)
3.4,Col_7,2614,13,Left,Stick 5,L (+0.50)
3.6,Col_7,2647,13,Left,Stick 5,L (+0.50)
3.8,Col_7,2680,13,Left,Stick 5,L (+0.50)
4,Col_7,2713,13,Left,Stick 5,L (+0.50)
4.2,Col_7,2745,13,Left,Stick 5,L (+0.50)
4.4,Col_7,2777,13,Left,Stick 5,L (+0.50)
4.6,Col_7,2808,13,Left,Stick 5,L (+0.50)
4.8,Col_7,2839,13,Left,Stick 5,L (+0.50)
5,Col_7,2870,13,Left,Stick 5,L (+0.50)
5.2,Col_7,2900,13,Left,Stick 5,L (+0.50)
5.4,Col_7,2930,13,Left,Stick 5,L (+0.50)
5.6,Col_7,2960,13,Left,Stick 5,L (+0.50)
5.8,Col_7,2989,13,Left,Stick 5,L (+0.50)
6,Col_7,3018,13,Left,Stick 5,L (+0.50)
6.2,Col_7,3046,13,Left,Stick 5,L (+0.50)
6.4,Col_7,3074,13,Left,Stick 5,L (+0.50)
6.6,Col_7,3102,13,Left,Stick 5,L (+0.50)
6.8,Col_7,3129,13,Left,Stick 5,L (+0.50)
7,Col_7,3156,13,Left,Stick 5,L (+0.50)
7.2,Col_7,3183,13,Left,Stick 5,L (+0.50)
7.4,Col_7,3209,13,Left,Stick 5,L (+0.50)
7.6,Col_7,3235,13,Left,Stick 5,L (+0.50)
7.8,Col_7,3260,13,Left,Stick 5,L (+0.50)
8,Col_7,3286,13,Left,Stick 5,L (+0.50)
1.8,Col_7,2257,13,Left,Stick 5,L (+0.50)
2,Col_7,2297,13,Left,Stick 5,L (+0.50)
2.2,Col_8,2233,14,Left,Stick 5,L (+0.50)
2.4,Col_8,2276,14,Left,Stick 5,L (+0.50)
2.6,Col_8,2319,14,Left,Stick 5,L (+0.50)
2.8,Col_8,2362,14,Left,Stick 5,L (+0.50)
3,Col_8,2405,14,Left,Stick 5,L (+0.50)
3.2,Col_8,2447,14,Left,Stick 5,L (+0.50)
3.4,Col_8,2489,14,Left,Stick 5,L (+0.50)
3.6,Col_8,2530,14,Left,Stick 5,L (+0.50)
3.8,Col_8,2570,14,Left,Stick 5,L (+0.50)
4,Col_8,2610,14,Left,Stick 5,L (+0.50)
4.2,Col_8,2650,14,Left,Stick 5,L (+0.50)
4.4,Col_8,2689,14,Left,Stick 5,L (+0.50)
4.6,Col_8,2727,14,Left,Stick 5,L (+0.50)
4.8,Col_8,2765,14,Left,Stick 5,L (+0.50)
5,Col_8,2802,14,Left,Stick 5,L (+0.50)
5.2,Col_8,2839,14,Left,Stick 5,L (+0.50)
5.4,Col_8,2875,14,Left,Stick 5,L (+0.50)
5.6,Col_8,2910,14,Left,Stick 5,L (+0.50)
5.8,Col_8,2945,14,Left,Stick 5,L (+0.50)
6,Col_8,2980,14,Left,Stick 5,L (+0.50)
6.2,Col_8,3014,14,Left,Stick 5,L (+0.50)
6.4,Col_8,3047,14,Left,Stick 5,L (+0.50)
6.6,Col_8,3080,14,Left,Stick 5,L (+0.50)
6.8,Col_8,3113,14,Left,Stick 5,L (+0.50)
7,Col_8,3145,14,Left,Stick 5,L (+0.50)
7.2,Col_8,3176,14,Left,Stick 5,L (+0.50)
7.4,Col_8,3207,14,Left,Stick 5,L (+0.50)
7.6,Col_8,3237,14,Left,Stick 5,L (+0.50)
7.8,Col_8,3267,14,Left,Stick 5,L (+0.50)
8,Col_8,3297,14,Left,Stick 5,L (+0.50)
1.8,Col_8,2058,14,Left,Stick 5,L (+0.50)
2,Col_8,2102,14,Left,Stick 5,L (+0.50)
2.2,Col_0,2816,14,Right,Stick 5,
2.4,Col_0,2832,14,Right,Stick 5,
2.6,Col_0,2847,14,Right,Stick 5,
2.8,Col_0,2863,14,Right,Stick 5,
3,Col_0,2878,14,Right,Stick 5,
3.2,Col_0,2894,14,Right,Stick 5,
3.4,Col_0,2909,14,Right,Stick 5,
3.6,Col_0,2924,14,Right,Stick 5,
3.8,Col_0,2939,14,Right,Stick 5,
4,Col_0,2954,14,Right,Stick 5,
4.2,Col_0,2969,14,Right,Stick 5,
4.4,Col_0,2984,14,Right,Stick 5,
4.6,Col_0,2998,14,Right,Stick 5,
4.8,Col_0,3013,14,Right,Stick 5,
5,Col_0,3027,14,Right,Stick 5,
5.2,Col_0,3042,14,Right,Stick 5,
5.4,Col_0,3056,14,Right,Stick 5,
5.6,Col_0,3070,14,Right,Stick 5,
5.8,Col_0,3084,14,Right,Stick 5,
6,Col_0,3098,14,Right,Stick 5,
6.2,Col_0,3112,14,Right,Stick 5,
6.4,Col_0,3126,14,Right,Stick 5,
6.6,Col_0,3139,14,Right,Stick 5,
6.8,Col_0,3153,14,Right,Stick 5,
7,Col_0,3166,14,Right,Stick 5,
7.2,Col_0,3180,14,Right,Stick 5,
7.4,Col_0,3193,14,Right,Stick 5,
7.6,Col_0,3206,14,Right,Stick 5,
7.8,Col_0,3219,14,Right,Stick 5,
8,Col_0,3232,14,Right,Stick 5,
1.8,Col_0,2772,14,Right,Stick 5,M (+1.00)
2,Col_0,2788,14,Right,Stick 5,M (+1.00)
2.2,Col_1,2786,13,Right,Stick 5,
2.4,Col_1,2803,13,Right,Stick 5,
2.6,Col_1,2820,13,Right,Stick 5,
2.8,Col_1,2837,13,Right,Stick 5,
3,Col_1,2854,13,Right,Stick 5,
3.2,Col_1,2871,13,Right,Stick 5,
3.4,Col_1,2887,13,Right,Stick 5,
3.6,Col_1,2904,13,Right,Stick 5,
3.8,Col_1,2920,13,Right,Stick 5,
4,Col_1,2936,13,Right,Stick 5,
4.2,Col_1,2953,13,Right,Stick 5,
4.4,Col_1,2969,13,Right,Stick 5,
4.6,Col_1,2985,13,Right,Stick 5,
4.8,Col_1,3000,13,Right,Stick 5,
5,Col_1,3016,13,Right,Stick 5,
5.2,Col_1,3032,13,Right,Stick 5,
5.4,Col_1,3047,13,Right,Stick 5,
5.6,Col_1,3063,13,Right,Stick 5,
5.8,Col_1,3078,13,Right,Stick 5,
6,Col_1,3093,13,Right,Stick 5,
6.2,Col_1,3108,13,Right,Stick 5,
6.4,Col_1,3123,13,Right,Stick 5,
6.6,Col_1,3138,13,Right,Stick 5,
6.8,Col_1,3152,13,Right,Stick 5,
7,Col_1,3167,13,Right,Stick 5,
7.2,Col_1,3182,13,Right,Stick 5,
7.4,Col_1,3196,13,Right,Stick 5,
7.6,Col_1,3210,13,Right,Stick 5,
7.8,Col_1,3224,13,Right,Stick 5,
8,Col_1,3238,13,Right,Stick 5,
1.8,Col_1,2735,13,Right,Stick 5,M (+1.00)
2,Col_1,2754,13,Right,Stick 5,M (+1.00)
2.2,Col_2,2749,12,Right,Stick 5,
2.4,Col_2,2768,12,Right,Stick 5,
2.6,Col_2,2787,12,Right,Stick 5,
